Progr;Date;Industrial Group;Industrial Group Descr;GKAM;Des GKAM;KAM;Des KAM;Sub Holding;Sub Holding Descr;P/N;Internal Company Code;Order Type Descr;Weight new booking;Q.TY;Currency;Exchange;Cost Currency Perc;Cost Euro Perc;Price Currency Perc;Price Euro Perc;Tot Cost Currency;Tot Cost Currency Weighted;Total Cost Euro;Total Cost Euro Weighted;Tot Turnover Currency;Tot Turnovr Curr Weighted;Tot Turnover Euro;Tot Turnover Euro Weighted;Weight per part (kg);Product Type;SOP Q_/YEAR Date;SOP+1 Euro;SOP+2 Euro;SOP+3 Euro;Macro Cod;Macro Application
2988;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR13580;2G2121PR;NEW;1,00;393852,000;EUR;1,000000;28,900000;28,900000;49,500000;49,500000;113811,410000;113811,410000;113811,410000;113811,410000;194956,740000;194956,740000;194956,740000;194956,740000;0,013000;AFP-C;20220314;55317,240000;201862,980000;250273,980000;A07;Body
2989;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/310;5A1081PR;NEW;1,00;22646,000;EUR;1,000000;3,700000;3,700000;3,690000;3,690000;837,900000;837,900000;837,900000;837,900000;834,510000;834,510000;834,510000;834,510000;0,013000;AFP-C;20220314;236,800000;864,100000;1071,300000;A07;Body
2990;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/421;541080PR;NEW;1,00;196926,000;EUR;1,000000;4,950000;4,950000;7,150000;7,150000;9747,840000;9747,840000;9747,840000;9747,840000;14080,210000;14080,210000;14080,210000;14080,210000;0,014990;BOLTS;20220314;3995,130000;14578,990000;18075,340000;A07;Body
2991;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/411;541060PR;NEW;1,00;196926,000;EUR;1,000000;1,320000;1,320000;1,720000;1,720000;2599,420000;2599,420000;2599,420000;2599,420000;3387,130000;3387,130000;3387,130000;3387,130000;0,005770;BOLTS;20220314;961,070000;3507,110000;4348,190000;A07;Body
2992;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/410;511060PR;NEW;1,00;945245,000;EUR;1,000000;1,450000;1,450000;1,380000;1,380000;13706,050000;13706,050000;13706,050000;13706,050000;13063,290000;13063,290000;13063,290000;13063,290000;0,002500;NUT;20220314;3706,590000;13526,050000;16769,880000;A07;Body
2993;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/410;501060PR;NEW;1,00;630163,000;EUR;1,000000;1,200000;1,200000;1,190000;1,190000;7561,960000;7561,960000;7561,960000;7561,960000;7467,430000;7467,430000;7467,430000;7467,430000;0,004190;NUT;20220314;2118,820000;7731,960000;9586,250000;A07;Body
2994;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/410;501080PR;NEW;1,00;1227243,000;EUR;1,000000;1,800000;1,800000;2,050000;2,050000;22090,370000;22090,370000;22090,370000;22090,370000;25158,480000;25158,480000;25158,480000;25158,480000;0,008730;NUT;20220314;7138,490000;26049,700000;32296,970000;A07;Body
2995;03/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR1/410;511081PR;NEW;1,00;596233,000;EUR;1,000000;3,000000;3,000000;4,180000;4,180000;17886,990000;17886,990000;17886,990000;17886,990000;24922,540000;24922,540000;24922,540000;24922,540000;0,014000;NUT;20220314;7071,560000;25805,400000;31994,100000;A07;Body
2996;03/03/2022;006;ABAM GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;BM8 856;0F1080BM;NEW;1,00;1500000,000;EUR;1,000000;8,060000;8,060000;8,860000;8,860000;120900,000000;120900,000000;120900,000000;120900,000000;132900,000000;132900,000000;132900,000000;132900,000000;0,019000;BOLTS;0;;;;;
2997;03/03/2022;224;ADNT GROUP;GK19;Group Sales GK19;GKE2;Sales Customer GKE2;USA;Company USA;AD42871;MD1227AD;EXTENSION;0,50;437100,000;USD;1,140000;2,600000;2,280000;3,640000;3,190000;11364,600000;5682,300000;9968,950000;4984,470000;15910,440000;7955,220000;13956,530000;6978,260000;0,004210;NUT;0;;;;;
2998;07/03/2022;005;DALE GROUP;GK65;Group Sales GK65;GKA4;Sales Customer GKA4;AGR;Company SPA;DAA 015;13Y050DA;NEW;1,00;3588700,000;EUR;1,000000;5,420000;5,420000;7,420000;7,420000;194507,540000;194507,540000;194507,540000;194507,540000;266281,540000;266281,540000;266281,540000;266281,540000;0,010300;BOLTS;0;;;;;
2999;09/03/2022;022;BRBO GROUP;GK19;Group Sales GK19;GKA6;Sales Customer GKA6;ADT;Company ADT;BR05D31;151060BR;NEW;1,00;42000,000;EUR;1,000000;6,470000;6,470000;11,500000;11,500000;2717,400000;2717,400000;2717,400000;2717,400000;4830,000000;4830,000000;4830,000000;4830,000000;0,005000;BOLTS;20220419;6900,000000;6900,000000;6900,000000;A02;Mobile
3000;09/03/2022;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS98180;V140PS;EXTENSION;0,50;300000,000;EUR;1,000000;7,110000;7,110000;8,340000;8,340000;21318,000000;10659,000000;21318,000000;10659,000000;25026,000000;12513,000000;25026,000000;12513,000000;0,020060;BOLTS;20220101;11375,450000;25026,000000;25026,000000;;
3001;10/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH301;980330PE;REORDER;0,50;7000,000;EUR;1,000000;4,640000;4,640000;45,880000;45,880000;324,800000;162,400000;324,800000;162,400000;3211,600000;1605,800000;3211,600000;1605,800000;0,031400;BOLTS;0;;;;;
3002;10/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;022141PE;REORDER;0,50;2400,000;EUR;1,000000;33,750000;33,750000;83,710000;83,710000;810,000000;405,000000;810,000000;405,000000;2009,040000;1004,520000;2009,040000;1004,520000;0,158000;BOLTS;0;;;;;
3003;14/03/2022;187;BYGR GROUP;GKA3;Group Sales GKA3;GKA3;Sales Customer GKA3;CHN;CHN;BY10200;0C2120BY;NEW;1,00;5000000,000;CNY;7,400000;81,580000;11,020000;83,000000;11,220000;4078800,000000;4078800,000000;551189,190000;551189,190000;4150000,000000;4150000,000000;560810,810000;560810,810000;0,038300;BOLTS;20220701;560810,810000;560810,810000;560810,810000;A01;Mobile
3004;14/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;478182PE;REORDER;0,50;1300,000;EUR;1,000000;22,720000;22,720000;46,490000;46,490000;295,360000;147,680000;295,360000;147,680000;604,370000;302,190000;604,370000;302,190000;0,075000;NUT;0;;;;;
3005;14/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;642161PE;REORDER;0,50;2200,000;EUR;1,000000;21,790000;21,790000;97,630000;97,630000;479,380000;239,690000;479,380000;239,690000;2147,860000;1073,930000;2147,860000;1073,930000;0,051730;NUT;0;;;;;
3006;14/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;6M2101PE;REORDER;0,50;32000,000;EUR;1,000000;6,580000;6,580000;17,610000;17,610000;2105,600000;1052,800000;2105,600000;1052,800000;5635,200000;2817,600000;5635,200000;2817,600000;0,144000;NUT;0;;;;;
3007;14/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;012121PE;REORDER;0,50;240,000;EUR;1,000000;30,220000;30,220000;182,950000;182,950000;72,530000;36,260000;72,530000;36,260000;439,080000;219,540000;439,080000;219,540000;0,150900;BOLTS;0;;;;;
3008;14/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;7P8120PE;REORDER;0,50;1800,000;EUR;1,000000;17,750000;17,750000;43,960000;43,960000;319,500000;159,750000;319,500000;159,750000;791,280000;395,640000;791,280000;395,640000;0,080500;BOLTS;0;;;;;
3009;14/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0BY100PE;REORDER;0,50;4550,000;EUR;1,000000;9,010000;9,010000;30,060000;30,060000;409,950000;204,980000;409,950000;204,980000;1367,730000;683,860000;1367,730000;683,870000;0,043000;BOLTS;0;;;;;
3010;15/03/2022;037;BOH  GROUP;GK96;Group Sales GK96;GK96;Sales Customer GK96;ESX;ESX;BO20442;9Y0100BO;EXTENSION;0,50;3200000,000;EUR;1,000000;46,070000;46,070000;51,340000;51,340000;1474240,000000;737120,000000;1474240,000000;737120,000000;1642880,000000;821440,000000;1642880,000000;821440,000000;0,105300;AFP-HP;0;;;;A02;Mobile
3011;15/03/2022;;;GK17;Group Sales GK17;GK17;Sales Customer GK17;AGR;Company SPA;047FP;130120;NEW;1,00;30000,000;EUR;1,000000;26,640000;26,640000;40,000000;40,000000;7992,000000;7992,000000;7992,000000;7992,000000;12000,000000;12000,000000;12000,000000;12000,000000;0,082000;BOLTS;0;;;;;
3012;15/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;02A080PE;REORDER;0,50;20000,000;EUR;1,000000;4,150000;4,150000;12,500000;12,500000;830,000000;415,000000;830,000000;415,000000;2500,000000;1250,000000;2500,000000;1250,000000;0,021000;BOLTS;0;;;;;
3013;16/03/2022;132;UFFI GROUP;GKA9;Group Sales GKA9;GKA9;Sales Customer GKA9;ADT;Company ADT;UFPJ001;6HK500UF;NEW;1,00;6000,000;EUR;1,000000;5,890000;5,890000;8,700000;8,700000;353,170000;353,170000;353,170000;353,170000;522,000000;522,000000;522,000000;522,000000;0,005100;BOLTS;20220418;;;;A08;Interiors
3014;16/03/2022;037;BOH  GROUP;GK96;Group Sales GK96;GK96;Sales Customer GK96;AGR;Company SPA;BO10315;9R9232BO;EXTENSION;0,50;280000,000;EUR;1,000000;3,710000;3,710000;9,700000;9,700000;10388,000000;5194,000000;10388,000000;5194,000000;27160,000000;13580,000000;27160,000000;13580,000000;0,007000;AFP-HP;20230101;;;;;
3015;16/03/2022;037;BOH  GROUP;GK96;Group Sales GK96;GK96;Sales Customer GK96;AGR;Company SPA;BO10316;9R9233BO;EXTENSION;0,50;280000,000;EUR;1,000000;4,090000;4,090000;10,300000;10,300000;11452,000000;5726,000000;11452,000000;5726,000000;28840,000000;14420,000000;28840,000000;14420,000000;0,009000;AFP-HP;20230101;;;;;
3016;16/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;011080PE;REORDER;0,50;30000,000;EUR;1,000000;10,230000;10,230000;35,410000;35,410000;3069,000000;1534,500000;3069,000000;1534,500000;10623,000000;5311,500000;10623,000000;5311,500000;0,043000;BOLTS;0;;;;;
3017;16/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;02A080PE;REORDER;0,50;5400,000;EUR;1,000000;4,150000;4,150000;10,260000;10,260000;224,100000;112,050000;224,100000;112,050000;554,040000;277,020000;554,040000;277,020000;0,021000;BOLTS;0;;;;;
3018;17/03/2022;061;PRA  GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;PR67025;543140PR;NEW;1,00;30000,000;EUR;1,000000;14,130000;14,130000;19,000000;19,000000;4239,000000;4239,000000;4239,000000;4239,000000;5700,000000;5700,000000;5700,000000;5700,000000;0,030000;BOLTS;20220527;;;;A06;Interiors
3019;18/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C2140PE;REORDER;0,50;6800,000;EUR;1,000000;18,720000;18,720000;65,470000;65,470000;1272,960000;636,480000;1272,960000;636,480000;4451,960000;2225,980000;4451,960000;2225,980000;0,053290;BOLTS;0;;;;;
3020;21/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C1100PE;REORDER;0,50;2000,000;EUR;1,000000;17,510000;17,510000;41,990000;41,990000;350,200000;175,100000;350,200000;175,100000;839,800000;419,900000;839,800000;419,900000;0,047000;BOLTS;0;;;;;
3021;21/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;011080PE;REORDER;0,50;8800,000;EUR;1,000000;10,230000;10,230000;35,410000;35,410000;900,240000;450,120000;900,240000;450,120000;3116,080000;1558,040000;3116,080000;1558,040000;0,043000;BOLTS;0;;;;;
3022;21/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C2100PE;REORDER;0,50;3000,000;EUR;1,000000;10,500000;10,500000;31,630000;31,630000;315,000000;157,500000;315,000000;157,500000;948,900000;474,450000;948,900000;474,450000;0,045900;BOLTS;0;;;;;
3023;21/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C2100PE;REORDER;0,50;4000,000;EUR;1,000000;10,500000;10,500000;31,630000;31,630000;420,000000;210,000000;420,000000;210,000000;1265,200000;632,600000;1265,200000;632,600000;0,045900;BOLTS;0;;;;;
3024;21/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C1100PE;REORDER;0,50;4000,000;EUR;1,000000;31,580000;31,580000;41,990000;41,990000;1263,200000;631,600000;1263,200000;631,600000;1679,600000;839,800000;1679,600000;839,800000;0,047000;BOLTS;0;;;;;
3025;21/03/2022;001;WIRT GROUP;GK20;Group Sales GK20;GK20;Sales Customer GK20;GER;Company Germany;VON 989;471050VO;NEW;1,00;342129,000;EUR;1,000000;3,620000;3,620000;4,500000;4,500000;12385,070000;12385,070000;12385,070000;12385,070000;15395,810000;15395,810000;15395,810000;15395,810000;0,003410;NUT;20231001;15395,810000;15395,810000;15395,810000;;
3026;22/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;FRA;Company France;PEPH101;V051CAPE;REORDER;0,50;4800,000;EUR;1,000000;7,630000;7,630000;37,500000;37,500000;366,240000;183,120000;366,240000;183,120000;1800,000000;900,000000;1800,000000;900,000000;0,025000;BOLTS;0;;;;;
3027;23/03/2022;070;FAL  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;FASI-91;548120FA;NEW;1,00;72000,000;EUR;1,000000;14,320000;14,320000;28,500000;28,500000;10310,400000;10310,400000;10310,400000;10310,400000;20520,000000;20520,000000;20520,000000;20520,000000;0,039000;BOLTS;0;;;;;
3028;24/03/2022;020;COIN GROUP;GK96;Group Sales GK96;GK29;Sales Customer GK29;CHN;CHN;COA2C00;0BY060CO;EXTENSION;0,50;1800000,000;CNY;7,400000;30,860000;4,170000;32,370000;4,370000;555497,280000;277748,640000;75067,200000;37533,600000;582660,000000;291330,000000;78737,840000;39368,920000;0,012100;BOLTS;20250101;78737,840000;78737,840000;78737,840000;A10;Others
3029;24/03/2022;068;KEER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;KEIX248;131080KE;REORDER;0,50;50000,000;EUR;1,000000;3,690000;3,690000;12,900000;12,900000;1845,000000;922,500000;1845,000000;922,500000;6450,000000;3225,000000;6450,000000;3225,000000;0,017400;BOLTS;0;;;;;
3030;24/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;6E9242PE;REORDER;0,50;7000,000;EUR;1,000000;98,900000;98,900000;266,630000;266,630000;6923,000000;3461,500000;6923,000000;3461,500000;18664,100000;9332,050000;18664,100000;9332,050000;0,108000;NUT;0;;;;;
3031;24/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;642161PE;REORDER;0,50;2200,000;EUR;1,000000;21,790000;21,790000;97,630000;97,630000;479,380000;239,690000;479,380000;239,690000;2147,860000;1073,930000;2147,860000;1073,930000;0,051730;NUT;0;;;;;
3032;24/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;102090PE;REORDER;0,50;15000,000;EUR;1,000000;7,210000;7,210000;14,290000;14,290000;1081,500000;540,750000;1081,500000;540,750000;2143,500000;1071,750000;2143,500000;1071,750000;0,019800;BOLTS;0;;;;;
3033;25/03/2022;037;BOH  GROUP;GK96;Group Sales GK96;GKC4;Sales Customer GKC4;CHN;CHN;BO02043;0H1082BO;EXTENSION;0,50;2400000,000;CNY;7,400000;378,850000;51,200000;423,640000;57,250000;9092496,000000;4546248,000000;1228715,680000;614357,840000;10167360,000000;5083680,000000;1373967,570000;686983,780000;0,116000;AFP-HP;20221001;881173,490000;1230684,500000;1464534,930000;A02;Mobile
3034;25/03/2022;037;BOH  GROUP;GK96;Group Sales GK96;GKC4;Sales Customer GKC4;CHN;CHN;BO02065;201080BO;EXTENSION;0,50;2400000,000;CNY;7,400000;63,790000;8,620000;72,100000;9,740000;1531008,000000;765504,000000;206892,970000;103446,490000;1730400,000000;865200,000000;233837,840000;116918,920000;0,025000;BOLTS;20221001;149968,390000;209452,250000;249251,650000;A02;Mobile
3035;25/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;472141PE;REORDER;0,50;2400,000;EUR;1,000000;14,500000;14,500000;28,730000;28,730000;348,000000;174,000000;348,000000;174,000000;689,520000;344,760000;689,520000;344,760000;0,033000;NUT;0;;;;;
3036;25/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;472141PE;REORDER;0,50;7200,000;EUR;1,000000;14,500000;14,500000;35,710000;35,710000;1044,000000;522,000000;1044,000000;522,000000;2571,120000;1285,560000;2571,120000;1285,560000;0,033000;NUT;0;;;;;
3037;25/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;01H120PE;REORDER;0,50;1380,000;EUR;1,000000;12,500000;12,500000;52,110000;52,110000;172,500000;86,250000;172,500000;86,250000;719,120000;359,560000;719,120000;359,560000;0,058660;BOLTS;0;;;;;
3038;25/03/2022;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C1100PE;REORDER;0,50;4000,000;EUR;1,000000;31,580000;31,580000;41,990000;41,990000;1263,200000;631,600000;1263,200000;631,600000;1679,600000;839,800000;1679,600000;839,800000;0,047000;BOLTS;0;;;;;
3039;25/03/2022;221;NIAN GROUP;GK63;Group Sales GK63;GKB7;Sales Customer GKB7;USA;Company USA;NI01211;MD1259NI;EXTENSION;0,50;441000,000;USD;1,140000;1,900000;1,670000;4,920000;4,320000;8379,000000;4189,500000;7350,000000;3675,000000;21697,200000;10848,600000;19032,630000;9516,320000;0,004500;NUT;0;;;;;
3040;25/03/2022;221;NIAN GROUP;GK63;Group Sales GK63;GKB7;Sales Customer GKB7;USA;Company USA;NI01211;MD1223NI;EXTENSION;0,50;588000,000;USD;1,140000;10,600000;9,300000;14,170000;12,430000;62328,000000;31164,000000;54673,680000;27336,840000;83319,600000;41659,800000;73087,370000;36543,680000;0,016780;NUT;0;;;;;
3041;25/03/2022;221;NIAN GROUP;GK63;Group Sales GK63;GKB7;Sales Customer GKB7;USA;Company USA;NI01211;MD1224NI;EXTENSION;0,50;294000,000;USD;1,140000;14,990000;13,150000;17,950000;15,750000;44070,600000;22035,300000;38658,420000;19329,210000;52773,000000;26386,500000;46292,110000;23146,050000;0,021770;NUT;0;;;;;
3042;25/03/2022;221;NIAN GROUP;GK63;Group Sales GK63;GKB7;Sales Customer GKB7;USA;Company USA;NI01211;MD1375NI;EXTENSION;0,50;294000,000;USD;1,140000;11,800000;10,350000;14,210000;12,460000;34692,000000;17346,000000;30431,580000;15215,790000;41777,400000;20888,700000;36646,840000;18323,420000;0,020860;NUT;0;;;;;
3043;25/03/2022;221;NIAN GROUP;GK63;Group Sales GK63;GKB7;Sales Customer GKB7;USA;Company USA;NI01211;MD1288NI;EXTENSION;0,50;2793000,000;USD;1,140000;4,170000;3,660000;5,370000;4,710000;116468,100000;58234,050000;102165,000000;51082,500000;149984,100000;74992,050000;131565,000000;65782,500000;0,007250;NUT;0;;;;;
3044;25/03/2022;221;NIAN GROUP;GK63;Group Sales GK63;GKB7;Sales Customer GKB7;USA;Company USA;NI01221;MD1268NI;EXTENSION;0,50;4557000,000;USD;1,140000;3,750000;3,290000;4,440000;3,890000;170887,500000;85443,750000;149901,320000;74950,660000;202330,800000;101165,400000;177483,160000;88741,580000;0,007250;NUT;0;;;;;
3045;26/03/2022;378;MAGR GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;ADT;Company ADT;MA92.35;980850MA;NEW;1,00;5,000;EUR;1,000000;57224,000000;57224,000000;95000,000000;95000,000000;2861,200000;2861,200000;2861,200000;2861,200000;4750,000000;4750,000000;4750,000000;4750,000000;0,740000;AFP-C;20220610;950,000000;;;A03;Engine
3046;26/03/2022;378;MAGR GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;ADT;Company ADT;MA92.34;980770MA;NEW;1,00;10,000;EUR;1,000000;36290,000000;36290,000000;60000,000000;60000,000000;3629,000000;3629,000000;3629,000000;3629,000000;6000,000000;6000,000000;6000,000000;6000,000000;0,188000;AFP-C;20220610;600,000000;;;A03;Engine
3047;26/03/2022;378;MAGR GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;ADT;Company ADT;MA92.66;980640MA;NEW;1,00;5,000;EUR;1,000000;57218,000000;57218,000000;95000,000000;95000,000000;2860,900000;2860,900000;2860,900000;2860,900000;4750,000000;4750,000000;4750,000000;4750,000000;0,203000;AFP-C;20220610;950,000000;;;A03;Engine
3048;26/03/2022;378;MAGR GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;ADT;Company ADT;MA92.65;980600MA;NEW;1,00;5,000;EUR;1,000000;57218,000000;57218,000000;95000,000000;95000,000000;2860,900000;2860,900000;2860,900000;2860,900000;4750,000000;4750,000000;4750,000000;4750,000000;0,202000;AFP-C;20220610;950,000000;;;A03;Engine
3049;28/03/2022;066;SEER GROUP;GK30;Group Sales GK30;GK30;Sales Customer GK30;ESX;ESX;SE00001;2E1060SE;REORDER;0,50;15000,000;EUR;1,000000;24,660000;24,660000;38,000000;38,000000;3699,000000;1849,500000;3699,000000;1849,500000;5700,000000;2850,000000;5700,000000;2850,000000;0,016590;AFP-C;0;;;;A03;Engine
3050;28/03/2022;033;BOWA GROUP;GK96;Group Sales GK96;GK96;Sales Customer GK96;ESX;ESX;BO28366;7F0060BO;EXTENSION;0,50;823000,000;EUR;1,000000;8,950000;8,950000;26,100000;26,100000;73658,500000;36829,250000;73658,500000;36829,250000;214803,000000;107401,500000;214803,000000;107401,500000;0,004760;AFP-HP;0;;;;A03;Engine
3051;28/03/2022;033;BOWA GROUP;GK96;Group Sales GK96;GK96;Sales Customer GK96;ESX;ESX;BO28136;7F0060BO;EXTENSION;0,50;150000,000;EUR;1,000000;9,590000;9,590000;25,300000;25,300000;14385,000000;7192,500000;14385,000000;7192,500000;37950,000000;18975,000000;37950,000000;18975,000000;0,006600;AFP-HP;0;;;;A03;Engine
3052;28/03/2022;045;MAE  GROUP;GK19;Group Sales GK19;GK27;Sales Customer GK27;ESX;ESX;MA72530;NZAMA;NEW;1,00;500000,000;EUR;1,000000;21,560000;21,560000;29,700000;29,700000;107800,000000;107800,000000;107800,000000;107800,000000;148500,000000;148500,000000;148500,000000;148500,000000;0,018400;AFP-HP;20221001;44550,000000;89100,000000;148500,000000;A03;Engine
